,0,1,2
5629,do you like like that 39 39 jaybee alexander39 39 he is really cute ,,No
5630,Do you know what big mouths are good for eating oranges r CASSIE I LOVE YOU ,,No
5631,Do you know I took my backround picture sweeeeeeeeeeeet,,No
5632,Do you honestly think I would leave a comment on your formspring telling you to be nice to me I don39 t know who that was PS I stuck up for you when that girl was being mean so I39 m pretty sure I have been niceee umm jack i didnt ask you to the argument was won me and sam dominated honestly you didnt do anything to help the situation yeah thanks that was nice but that does not mean you ve been nice and i dont no who did it sooo , umm jack i didnt ask you to the argument was won me and sam dominated honestly you didnt do anything to help the situation yeah thanks that was nice ,No
5633,do you ever wish that you could somehow go back in time and for what reasons if you dont mind me asking anyway yeah alllll the time i wish that haha i would only go back in time to re live things and do it exactly the same or MAYBE be a little more daring but only to the good times 3,,No
5634,do u wana be justins gf im his wife ,,No
5635,Do u like Justin hahhahaaha another one of thses questions r maybe ,another one of thses questions ,No
5636,did you watch the new degrassi 3 haha sometimes ,,No
5637,did scarlett really make out with chris in the boys bathroom r and is now smoking pot r and snuck out and got drunk and gave him a hand job why are you asking me ask her ,did scarlett really make out with chris in the boys bathroom r and is now smoking pot r and snuck out and got drunk and gave him a hand job ,No
5638,COOKIES are good im in a cookie club ,,No
5639,BESTFRIEND 3 ,,No
5640,best day ever probably my last week in idaho i had alot of fun,,No
5641,being fake has nothing to do with your looks okay welll the question that was asked was if i was fake as in useing someone else pictures off the internet and really i take that as a compliment because all the people who are fake i think look reall pretty soo stfu ,,No
5642,because you like him hahahahahaahahahahahahhhahaha r why does everyone think that ,,No
5643,ever had sex haha nope ,ever had sex ,No
5644,Every single status you post is about guys liking you We get it Just stop godddd actually name two i never do and i just think it was funny they were stalking me im not saying they like me sooo w e ,Every single status you post is about guys liking you We get it Just stop godddd mild harassment Every single status you post is about guys liking you We get it Just stop ,No
5645,Ey r u Cheyenne I thought u live in Montana i lived in idaho falls then i moved to texas last year i dont know who this cheyenne is but she is a fake whats her last name myspace ,,No
5646,girl your perfect from your eyes to your smile your all i think about i loved you from the day we met your life is amazing chris awhhhhhh 3 thankyou ,,No
5647,Hahaha it kinda seems like it39 s one person just repeatedly asking you if you39 re fake to irritate you They39 re a low life who need to find better things to do than start crap on the internet with someone they39 re jealous of hhahahaha oh i no it does irritate me,,No
5648,HAHA jk i love you tabi i tried to scare you hahahhaa jordin rudeo did you say the other mean things to ,,No
5649,haha i love how in your bio you wrote quot Cyberbullying jail quot 3 got it from you ,,No
5650,haha i dont have a question just wanted to say hi well hi ,,No
5651,Haha and we both sat in that chair in Starbucks and we were taking pictures and everyone was staring at us g r e a t r it was a small chair i was like sitting in your lap ,,No
5652,Haha i knowww r i was kiiddding hahahaha okay good i was like D ahhh,,No
5653,Hah wow if your so sweet and innocent why are you always like stfu and wtf I don39 t buy that I39 m standing up for myself shit you can stand up without being a bitch If you don39 t like what people say don39 t post unless your just looking for attention Damn haha okay jordin,Without being a bitch Looking for attention ,No
5654,going to Idaho and go to see my Idaho friends is the same thing So pick a different wish hmmmm then to of never of moved or to be happy ,,No
5655,God that was a fun night I want to relive it we danced in wall mart to betoven bahahaha hahaha yeah that beard guy haha we never saw him but still r your a good dancer D haha,,No
5656,gay or lesbians straight sorry ,,No
5657,Ey r u Cheyenne I thought u live in Montana nope tabitha jai locascio idk who she is but she is a fake i use to live in idaho but i moved to texas,,No
5658,GASP He told me I could cry haha what ,,No
5659,friends or god friends,,No
5660,Fave song mmmmmmmmm idkkkkkk i cant choose possible something from mayday parade or plug in stereo,,No
5661,Fakeeeeee nope i pretty much already have proof ,have proof ,No
5662,Fakeeeeee nope i pretty much have proof on my facebook but hahah im realy ,Fakeeeeee ,No
5663,Fakeeeeee nope dont believe me add me on facebook and talk to my family go to my myspace and look at my billions of pictures of me with friends or my taggged pics,,No
5664,Fakeeeeee nope,fake Fakeeeeee ,No
5665,Fakeeeeee hahhaha no sorry ,fake ,No
5666,Fake hahaha okay 1 i dont even look fake 2 ill put up proof 3 your lame 4 i have family who commented my fs saying i wasnt sooo lmao, your lame ,No
5667,i love you tabi 3 awhh,,No
5668,I love you Tabitha I need you in my life I can39 t be happy knowing the girl I39 m in love with doesn39 t feel want me 3 wellllllllllllllllll who is this ,,No
5669,ohkay wht if shee didntt have an ass butt she whud kuute amp yall was feelin eachothuh den dats different if she kute but not to skinny,,No
5670,justin likes you good im glad he does id be sad if my husband didnt like me we would have to get a divorce r i d be sad if any of my friends didnt like me ,,No
5671,pokemon yes or no yesss,,No
5672,people you really dont have anythng better todo with yr lives thn mess with tabi follow these steps 1 shut up 2 getalife 3 stop telling tabi shes a fake and that shes ugly 4 realize that the only reason you are mean is because your insecure falloffacliff hhahahahahha thankyou LOCKERBUDDIESFORLIFE ,1 shut up get a life 3 stop telling tabi shes a fake and that shes ugly 4 realize that the reason you are mean is because your insecure ,No
5673,People actually remembering you mentioning male attention specifially quot Six flags blah blah quot and what not is kind of creeeeepy And I sense major jealousy I guess boys don39 t flirt with them Pathetic Sam hahahaha true lady goo goo ,,No
5674,Omg all these Texans are so sensitive lmao i no hahahahahhahahahahahaha thats what im sayin,,No
5675,Okeyyy honestly now I think this stupid person is just making up stuff cause she he wont send you the link Probably just trying to create drama and such Maybe trying to make you worry I dunno Butttt anyways I love you TabiLou 3 haha yeah probably ,,No
5676,OKAY i was kidding down there lol but 2 the other ppl that are being serious SCREW YOUR SELFS shes sooo pretty and you dont need 2 be sittinghere being mean to my friend your just jealous ur not as pretty as her 3 you tabi awhhh thank you jordy ,,No
5677,Okay so I am pretty much ridiculously jealous of you You39 re so pretty hahahha thank you ,,No
5678,OH YEAH Love Jo 3 3 hahahahhahah thakssssssssssssss,,No
5679,Oh wow haha i just read that guy girl39 s poem Love how my name is in it i feel honored jk hahahahahaahaha is this dakota silvey ,,No
5680,oh well you should really watch jar squatter sick video sick as in holy shit i cant believe he did that i dare you to watch it and not look away are you up to the challenge haha no im not lmao,,No
5681,Nuu uhh When mmmmmm it was awhile ago like idk really haha but he kept textin me offa dk phone likeeeee 3 weeks ago maybe buhh dont worry it was just friendly friend stuff haha i member how you guys ment D,,No
5682,No It39 s not Pryce oh sorry it was jack im not use to hime actually talking to me like im a human ,,No
5683,no i mean LIKE LIKE haha okay r we are friends ,,No
5684,nice friends oh wait srrrry my b huh ,,No
5685,never mindVVV okay ha,,No
5686,maryy me tabi noooooooooooooo you dont have a name,,No
5687,LMAO why would tabi be fake hahahaha it cracks me up that they put up YOUR picture but put up a different name hahahaha thats low so back to a question cuz thats what these are for hmmm do you like caramal apples lmfao i no right gosh its making me mad yes yes i do haha i also like lemon drops XD,,No
5688,LMAO why would tabi be fake hahahaha it cracks me up that they put up YOUR picture but put up a different name hahahaha thats low so back to a question cuz thats what these are for hmmm do you like caramal apples exactly ugh it makes me mad we went to effing school together and they dont belive it hahah oh welllllllllllll r why yes yes i do and i like lemon drops,thats low ,No
5689,lmao thanks for saying im pretty come talk to me your welcome sureee,,No
5690,Let39 s get married awhh i would saw lets but i have a husband d ,,No
5691,Leave Tabitha alone perverts She39 s not the type of girl where she just want sex She39 s a sweet heart so don39 t fucking mess with her D your my hero 3 thankyou r i love you husband ,she just want sex She s a sweet heart so don t fucking mess with her ,No
5692,Quit being mean to me and I will be happy jack im not being mean im simply not going to do that ,Quit being mean to me ,No
5693,Quit trying to make everyone feel sorry for you hahaha okay i dont hah,,No
5694,r Has anybody ever told you that quot you could do so much better quot about a person yeah even though i really couldnt ,,No
5695,so i make you mad well maybe you could find my histery book for me and cool off with some reading sorry i think you left the book in the stands get the joke right if your going to take it love ,,No
5696,Tabi now what39 s going on D Text me hahahaha its nothing really its okay ,,No
5697,Tabi I love you I will meet you one day i lovwe you to we will meet haha me jo and you could go to grannys ,,No
5698,Tabi all those people who are talking shit on your formspring ANONYMOUSLY need to grow a pair If they39 re gonna hate on you anonymously then they obviously have no life Grow up stop trying to start shit with her on the internet I love you Tabi D awhhh thankyou your the best r loveyouto D,,No
5699,Stop Leave Tabitha ALONE she39 s NOT those type of girls that you can just fuck with She just wants someone to LOVE her and I for one aboustly love her i love you to r thanks people are lameee,,No
5700,Starbucks guy quot It39 s ten o clock we are closing quot My Mom quot You39 re kicking us out quot great times lmao he spelled your name so WRONG lmao ,,No
5701,Speechless that39 s all I got to say couldnt think of anything to say oh ya and you still need to read me your published poem that way when your famous I can say quot ya I knew she was a good writer before she became famous quot D hahahahahahahah,,No
5702,Sounds like an AMAZING plan D CAN39 T WAIT 3 haha good me eitherrrrrr ,,No
5703,Sometimes I wish you39 ll see how I39 m in love with you And I39 m afraid to loose you espcially you tell Dakota your poems but not me I know we don39 t know eachother that long but we did loved eachother well if this is who i think it is you didnt ask to see my poems and i wrote some for you and i showed you and you didnt care much,,No
5704,Someone still needs to read someone one her poems Smiley is not pleased hahahahahah is this dakota ill read you one soooon,,No
5705,so i just hadda say this ever since jordin albertsons like deleted her formspring or something all the mean comments have stopped haha,,No
5706,r u g00d at art ummmm people tell me i am but i dont really show alot of people my stuff ,,No
5707,so i just had okay iwtffff ,,No
5708,so if the sexiest man alive were to rape you would you enjoy it cant rape the willing ,rape ,No
5709,Snobby small minded people live everywhere you can be that way i can be that way its not just in Texas soo yeahhh okay cool ,,No
5710,sing in the shower,,No
5711,She is whatever the Hell she wants to be and not one bit of that is anyone named Cheyenne hahahahha ,,No
5712,Seriously leave Tabi alone WTF VVVVV exactly lmao and i no who said that and he she does it all the time ill text you who ,,No
5713,Screw the people who are dicks to you D amen haha,dicks to you ,No
5714,Say there is a man standing in front of you with 1 000 000 and he says quot To have this money all you gotta do is give me a blow job that lasts at least 10 minutes quot Do you give the guy a 1 000 000 blow job or not stfu,Say there is a man standing in front of you with 1 000 000 and he says To have this money all you gotta do is give me a blow job that lasts at least 10 minutes Do you give the guy a 1 000 000 blow job or not ,No
5715,r u in love with someone anonymously what ,,No
5716,l ,,No
5717,just so you know scarlett wasnt on when that was wrote oh okay sorry ,,No
5718,I love you You know I do And something in my heart you still feel the same way about me but you won39 t admit it You are my inspiration Tabitha I can39 t just stop loving you I won39 t I can39 t I love you to much go tell your girl friend that ,A go tell your girl friend that ,No
5719,just checking if your like a chomo or something ha good thing you said ew yeah good thing,,No
5720,If you could eat dinner with any person dead or alive who would it be and where would you go oh oh christofer drew at dennys hahaha or hitler and jesus at the same time cuz jesus is a jew and i wanna see how that would turn out and we would eat at einstins house so he could think of something smart,hitler and jesus at the same time cuz jesus is a jew ,No
5721,If you could be any celebrity for a day who would you be christofer drew hahahar no doubt ,,No
5722,If you could ask God one question what would it be why,,No
5723,If you could ask George W Bush one question what would it be can you travel around the world in 80 days,,No
5724,if you and jaybee got married and have kids i actually think the kids would be cute just saying hahahaha thankyou ,,No
5725,if i gave you 5 dollars would you lick my candycane GIGGIDY eric SHUT UP,Q sexual harassment answerer seems bothered ,No
5726,If anyone hurts Tabi i will come to where ever you are and hurt you physically D I love you Tabbbbbi hahaha love you to Dr remeber i got a camo shovel DDDr your the best ,,No
5727,id say they probably deserved to be torn down if it was done by you your the nicest person i know dont let anyone tell you other wise even that LITTLE VOICE IN YOUR HEAD that can sometimes put you down because trust me they clearly dont know you 3 hey thank you that means alot is this who i think it is r but really thank you,,No
5728,I39 m not stalking you Tab but who is this rude person They are making me mad at how they are talking to you I know we don39 t get along alot but I love you and I don39 t like these idiots being little b words to you Ssaam i love you to and i no your not stalking me i was kidding but its only one person and yeahhh,,No
5729,i39 m jealous of jaybee hahah why ,,No
5730,I39 m in love with you hmmmmmmmmmmmmmmmmmmmmmm,,No
5731,I39 ll send you the links When I get on my laptop I39 m using my phone She has a facebook myspace and my yearbook okay thankyou your a great help ,,No
5732,i wish you were bi or lezbian your pretty hahahaha ummm sorry ,,No
5733,i wish u werre fake ummm ,,No
5734,I think u nd Justin should go out I no u like him alot tabi hahahaahaha who are you ,I think u nd Justin should go out I no u like him alot tabi ,No
5735,i think u and jack should date who is this haha,,No
5736,i still think your hot thanks ,,No
5737,i see you got a volleyball net yep stop using our jokes,,No
5738,i see you got a volleyball net yep stop useing our jokes,,No
5739,i miss you so much i just hate how i made you not like me but its my own fault im sorry i just had to say that yepppppppp,,No
5740,i love you i love you to,,No
5741,If you could fix one thing about your life what would it be i would probably make it so the people in my family were happy ,,No
5742,If you could go on a road trip with any person dead or alive who would it be and where would you go mclaine idk down the street,,No
5743,If you could have a super power what would it be to read peoples minds,,No
5744,If you people really still think that Tabi39 s fake go look at her dang MySpace hahahaahha i know myspace com tabiisaninja,,No
5745,jack needs to grow a few lmao hahahahahhaahah who is this r but ha yeahh,jack needs to grow a few ,No
5746,Jac bahahaha lmao i thought he spelled it some way messed up way but lmao and you like i ll have 8says order8 and thats jack j a c k then your mom he knows how to spell jack hahahahahaha,,No
5747,its prolly not who you think it is i just wanted you to know what i thought welll,,No
5748,its prolly not who you think it is i just wanted you to know what i thought well,,No
5749,It39 s fine i think ima go though my eyes are getting heavy But text me when you39 re off If I don39 t reply im asleep okay ,,No
5750,im trying to be a gentle men so please dont make me ask again hey hey this is from skin and bones by romance on a rocket ship i love that song,,No
5751,If you39 re from Africa why are you white samanthaaaaaaaaaa,,No
5752,If you were given a brand new yacht what would you name it a what ,,No
5753,If you went to the doctor and found that you had at most one year left to live what would you spend your last year doing well what does the dotor part have anything to do with it hahahahahahhahaa but i think i would go around and do whatever i wanted and i wouldnt worry about getting in trouble maybe get a peircing and talk to some of the boy i didnt think id have a chance with oh and go to the beach hang out with my sister ,,No
5754,If you people really still think that Tabi39 s fake go look at her dang MySpace hahahaahha i know myspace com tabiisaninja,,No
5755,If you could have an endless supply of any food what would you get cucumbers and viniger,,No
5756,If you know that down the road there was a business that dismembered baby boys and girls each week would you do something to stop it from continuing And would you be a bad person if you didn39 t try to stop it i would probably try about 2050965967 ways to stop it ninja to protest and i would be disapointed in whoever didnt try ,,No
5757,If you had threee wishes what would they be 1 TO GO TO IDAHOr 2 TO GO SEE MY IDAHO FRIENDSr 3 TO MOVE TO IDAHO,,No
5758,if you didnt notice tabi i was trying to say a definition of something i wasnt saying anything mean to you so dont tell me to stfu k i wasnt being mean or nice so just stop alright just stop talking to me okay hahaha,just stop talking to me okay hahaha ,No
5759,If you could wake up as anyone tomorrow who would it be christofer drew or my sister,,No
5760,If you could rid the world of one thing what would it be alcohol ,,No
5761,If you could only watch one TV show what would it be the office 100 ,,No
5762,if you could live anywhere in the world where would you live ummmmmm i would like to move back to idaho falls because it was really pretty and i miss all my friends but i guess california or new jersey or new york would be cool p s who is this i love the questions,,No
5763,If you could know the future but not change it would you still want to know what it is yes,,No
5764,If you could instantly become fluent in another language which language would you pick italian french or better at sign language,,No
5765,Be nice to Jack P uhhh jack can be nicee to me im sorry but he is being a real jerk and jack was probably the one who said this or scarlett because you didnt leave your name,real jerk ,No
5766,bang him if all i care just don39 t get aids or anything Hahahah just kidding don39 t do that hahahahah lmfao i laughed out loud but IM NOT EVEN TALKINBTO HIM HAHAHAAHAHAHAHAHAAHAHAHAHAHAH,,No
5767,Ballfuck she39 s real Get over it vv THANKYOU HAHA,,No
5768,y0 v q N sm3lL lykK c0tT q3 h33s3 iDnt have wtf get outa hea,,No
5769,Yuhz 3xy m0 h fu Yuh q0 n 3 d k yew neva seen mi dik nd lol thankz,,No
5770,Yuh styll feelinme Who iz yew if yew a female nd not ugly iWud feel yew anytyme,ugly ,No
5771,yuh qo widddd sh t3zZZz yea iDo go wid shorties,go wid shorties ,No
5772,Yuh myk a hoe orgasm Oaaa hot as fukk Ppl tellen me i look lyk khlou00e8 kardashian n ma boobs iz a 38C to D if dhats what yuh want to have den im here iLyke dat Let mi meet yew,,No
5773,Yuh m k3 d 53x m3 3r q0 vv ld no komment,,No
5774,yUh kN0W yUh w n d v q n lol,,No
5775,Yuh d0n l k3 m3 Who are yew ,,No
5776,Yuh already know who i am Yuh adedd me on myspace hold im confused,,No
5777,Yuh a cocky boi I lyk dhat lol iKno dat,Yuh a cocky boi ,No
5778,yUh R UM3D zEd wat ,yUh R UM3D zEd ,No
5779,Yuh h t3z l n3c n j k3r luuk lyk tr pl3t n yo m iz pr3c 0u fr0m d m0v 3 iDnt undastand wat ya saying,Yuh h t3z l n3c n j k3r luuk lyk tr pl3t n yo m iz pr3c 0u fr0m d m0v 3 ,No
5780,yua gt dat liil amp amp H B M fwum me yua needa cool iiT lol no iDidnt lol hehe,,No
5781,yu tld me lmfao lykk yestadayy lie,,No
5782,you look like sean kingston Datz mi kuzo nd Im Not lien ,,No
5783,You goin to lakes park saturday Yea y ,,No
5784,YOOOOOOO dESE PPl tAWk SHiT ON yO iShh lol no,Dese Pll tawk shit on yo ,No
5785,yo mikeey why did you and zurii break up im not guna lie iDnt memba But if iDid memba it wud be nun of a damn concernz LMAO,nun of a damn concernz LMAO ,No
5786,yhu conceited lah bastard lol lol huh wat yew mean ,bastard ,No
5787,yew miss mhe lolss lol yupz,,No
5788,yeash yew do lolss naw,,No
5789,Y0u m d3 d h03 0rq m q n F0r d dozenth t m3 lmfao im telling yew,,No
5790,oats Skyla misses y,,No
5791,Favorite candy D Swedish fish amp amp reeeeses YUM,,No
5792,are you able to act like yourself around other people with your girlfriend Oh yess hahaha ,,No
5793,do you like girls hahaha Yes haha im not gayy silly ,,No
5794,hi HI Lol Who is this ,,No
5795,have you ever given a girl roses Yep ,,No
5796,haha so many people are hating on your formspring Juss krista as usual ,,No
5797,guess Dina ,,No
5798,dude make her lyk u again shes hawt as fuck do sumthin charmin thts wat i do 2 muh girl I know its you dina im not dumb ,,No
5799,does the guy u are with at lunch and u talk to does he have a gf Ask him krista I don t know his life Get the fuck off of my formspring your so annoying,Get the fuck off of ,No
5800,do you wear hats Sometimes lol if im in the mood to wear one ,,No
5801,do you smoke or drink If I feel like I need to then yes ,,No
5802,do you like spongebob WHO DOESNT ,,No
5803,Do you like Dina Who is this ,,No
5804,Are you healthy enough The Formspring Team tries to be We like www icareformybody info Sure,,No
5805,do you lie alot Not at all ,,No
5806,do you cuss alot Indeed Lol,,No
5807,Do you consider yourself a good dancer I jerk all day my nigg DDD,,No
5808,do u masterbate I don t need to masterbate hahaaa that shit is nasty anyway ,,No
5809,Do u like Krista Nope,,No
5810,can you take jokes Of course I can ,,No
5811,are you reliable Mmmhm ,,No
5812,are you ready to get beat in a game of soccer By who Dina sucks at soccer so its not her P,Dina sucks at soccer ,No
5813,are you loyal Mmmhm ,,No
5814,Y0u m d3 d h03 0rq m q n D p c ur3 y0u q0 y0ur b ckr0und 00 h0 My m0m h3 rd m3 0rq m nd h3 cr3 m3d lmfaO,Y0u m d3 d h03 0rq m q n D p c ur3 y0u q0 y0ur b ckr0und 00 h0 My m0m h3 rd m3 0rq m nd h3 cr3 m3d ,No
5815,y0 sk n iSZ d col0R oF mah P00P mhm,mah P00P ,No
5816,Ballfuck she39 s real Get over it vv haha yeah ikr,get over it ,No
5817,y0 dick size is off da charts iKno bih,,No
5818,w3 n33d t0 h v3 hr33 0m3 w D d f r3 rD3d qUrL h 3Z n qq dUN h3RD d h3 q0T d d0Wn ynDr0m3 d 3 S3 lmao wtf , the entire question is barely readable but i can make out retard and nigga ,No
5819,w k3 uhP n sM3llL m pU SS 3 sorry bye ,pU SS 3 w k3 uhP n sM3llL m pU SS 3 ,No
5820,Uqhhh Iquess Yew Goht Hoess All Ova Youh Lmao lol im telling yew,,No
5821,umm boy yhuew came on miy page so who is yhuew lol wen iFirst made diz ish yew was lyke hi so im juz asking who diz ,,No
5822,u like somebody at lakes ya damn skippy,,No
5823,U hopped on one of dese twu lol ya nigka,,No
5824,U go to RMS nope igO TO lakez,,No
5825,U 3xp3c m3 t d0 ll d work N qq pl3 3 3 m pu zzy lol naw itz goes iStick yew Lick , U 3xp3c m3 t d0 ll d work N qq pl3 3 3 m pu zzy ,No
5826,teehee du yuu luh mee 3 duh bestiee lol ,,No
5827,sup e a wuz guddie ,,No
5828,so who do yhu think yhur inlovee wit how bout diz who are yew in love wid N bih idk ,,No
5829,so do yew havee a myspacee ya iDo,,No
5830,shan kinqst0n yo cuhz forrreal yes he is ,,No
5831,samee here n twakiin tew dhiss ckutee boyy namedd hottboii mikeyy lol o wow yew funny,,No
5832,Rhzhrbxbbz MY ORq m 0ff d m00n lmfao,ORq m ,No
5833,oo i gotchu yeah manee yupz yupz,,No
5834,okayy so how ya ben ,,No
5835,OKAY ONEe QUeSTION wHO Is yOUR lil BOO AND YOUR bOO lisha n jennie,,No
5836,Ok d3n Don m be d0 nq ll d vv0rk d3n mhm,,No
5837,ohkayy ya so watz up nd y formspring changed,,No
5838,ohkay yupz,,No
5839,W3N YUH L0 T Y VIRGINITY y ya wanna kno ,,No
5840,W3N YUH W NT M3 T0 G V3 YUH BECKY anytyme,,No
5841,watss ur email lilgego1youngg yahoo com,,No
5842,wHy yUhH w0N fU K m3 N d h0l3 dH h b3 f33l n t qH 0N y0 d K h3 Rd no komment,h0l3 ,No
5843,y0 dick iz da size of ma booqersz lmfao stale nd ewww,y0 dick iz da size of ma booqersz ,No
5844,Y0 D K W0obbl3 n y0ur p n does it wobble babi it be all ova da place,,No
5845,y0 d K Z b33FY lol how ya kno ,,No
5846,y0 d K s zz f3r0usi0s ya damn rite,,No
5847,y0 d k l K3 c0RND0q lol,,No
5848,y when you suckd my dog up you was chokin and shit lmfao who da hell is diz wtf yew stopid neva dat ,when you suckd my dog up you was chokin and shit ,No
5849,wutchu mean u tellin me r naw iMean foreal,,No
5850,wuld yuh go wit a white gurl ya damn rite she gota have ass n be kute ya feel mi THICK ,,No
5851,Would yu ever even think abou goin out wit hannah fish or donna james lmfao hell no iGet way better no offense ,,No
5852,Why yuh only answered da one thng huh ,,No
5853,What wood yuh do fo meh tell mi wat ya want mi tew do nd iWill work it out,,No
5854,Why you confused kuz idk who diz is,,No
5855,WHY YEW GOT SUSPENDED kuz dea claimed iHit sum female wid a trash can,,No
5856,why do guy39 s like ass so much usually don39 t get any lol idk,guy s like ass so much usually don t get any ,No
5857,WhY dDOo yOU tAwK tWO aLOt oF fEmALES aS yOU sAY bekuz itz fun lol n iDont lyke nigka s so dats y,iDont lyke nigka s ,No
5858,whuut youu up 2to follow me on dis shxt lol iDid,,No
5859,who wass yhur valentinee diz grul name kiya y ,,No
5860,where is my your id lmao idk wea its at haha,,No
5861,Whats yo fav position every one in da book,,No
5862,What39 s the oldest piece of clothing you still own and wear mhm diz shirt iHad 5 yearz ago,,No
5863,How would you describe your personality Uhm Fun Funny Athletic Outgoing Creative And awesome Duhh lol,,No
5864,i got a new phone today Lucky you Hahaa these arent very good questions haha,,No
5865,If you could be on the cover of any magazine which would you choose Play boiiiii lol jk I dunno hah,,No
5866,if you could be with anygirl in the whole world who would that girl be DINA ,,No
5867,Aaaaaarg hello Tabi Sorry about earlier didn39 t mean to get so angry Uhhm I don39 t really know what to say but thanks for calling me a girl its okay i honestly still dont understand why you got so angry but sometimes you get mad worse then girls do just saying not trying to sound mean but you do ,,No
5868,A A A A A A A A A A cleverrrrrrrrrrrrrrr,,No
5869,A girl name Tarren has half of your pics WTF is going on then she is a fake give me her link ,wtf and give me her link ,No
5870,1 Are you fake 2 Who39 s Cheyenne Taylor Tarren Samantha Jessica 3 Do you live in Montana Cheyenne is the real one 4 She also has videos of her in school etc Why is your pics in photobucket 1 no 2 idk help me out give me there myspace 3 no i use to live in idaho but i recently moved to texas 4 i have plenty of pictures at my school home old home whatever and PLENTY of videos 5 MY PICS ARE IN PHOTO BUCKET ,,No
5871,D ,,No
5872,yep and p s my phone died im lazy to charge it,,No
5873,hey i agree with her V you are really pretty D thankyou your soo nice ,,No
5874,you39 re pictures aren39 t on photonucket r I just checked yeahhh me to except i guess if they were i dont think they would be under my name or whatever so idk how we would find them,,No
5875,wear mm,,No
5876,Tabitha Jai Locascio helllo ,,No
5877,quot we dont want you in texas and oh looks like your old friends dont want you sucks for you quot Tabi you are wrong we dont want YOU in Texas Jordin we can keep uhhhhhhhhhhhhhhhhh good thing i said that and all hahhahaha,we dont want you in texas and oh looks like your old friends dont want you sucks for you ,No
5878,your cute Lol thank you dinaaa ,,No
5879,you teell me just follow the directions i gave you and you39 ll find out if its her or not If you really wanna talk to me you text me Like for real don t be playing this game just come out and say the fuck you are cause it s getting annoying ,,No
5880,you should know who this is just text me Tell me who it is cause I really don t know ,,No
5881,yerr cutee Oh ammmmm I Lol Who is this ,,No
5882,y do u lyk a new girl every week what happened 2 Dina I like her but she pushed me away Sooo enough about girls ,y do u lyk a new girl every week ,No
5883,would you rather date a really ugly girl with lots of experience or a really pretty girl with no experiance What kind of experience are you talking about And pretty with no experience I guess ,,No
5884,Would you rather date a lot of different people or be in a committed relationship Committed I want to like one girl cause then I will know for sure that she is the one 3,,No
5885,Would you rather be rich or famous Famous Duhh Haha that means I would be rich cause I am famous hah commen sense D,,No
5886,Would you rather be really hot or really cold Uhmm Hard choice haha Probably hot ,,No
5887,Would you rather be a famous musician or a famous actor Uhm Actor They get paied more haha,,No
5888,Aah he seriously is Butttt i guess thats okayy I love him too andd yeahh pretty muchh no doubt about it hahah yeah yeah ,,No
5889,Ahah Tabitha my dad is lawyer so if these quot anonmous quot ever go to far just call my dad he39 ll put them in court D D hahahaha,,No
5890,ahaha 3r yes ive noticed 3 ,,No
5891,are you fake hahah no i dont even look like a fake ,are you fake ,No
5892,bahahaha noooo SIDE BURNS GUY and thank you D lmfao r hahagreat,,No
5893,Bahah yeah i39 m totally just gonna39 get pissed at you for talking to you Mhm thats just how i am D r Ha noooot so muchh hahahahahhaha ikr but D im not even talking to him hahahahahaahahahaha,,No
5894,im home now need water drink water,April Kontostathis ,No
5895,BACK OFF MY MAN r Wait what man r pshhhh D hhahah im not even talking to him ,,No
5896,babydoll dearest vv I accutally do like her as a friend haha i like you to hahaha ,,No
5897,at first i thought justin was going to be another one of those guys who is a player then after i saw you guys talking i thought he was just a player who wasnt going to play you then you guys talked more i thought he was a ok guy but then he was rude to ,,No
5898,Are you the type who is in a new relationship every week r nope im actually very picky on who i date,,No
5899,are you only acting nice to people now because you have to stay at brock ummm wtf i still might go to weatherford and who was i ever mean to other than when i was standing up for myself ,,No
5900,Are you more of a talker or more of a listener well im a really good listener im great at helping solve problems but im known to be a big talker,,No
5901,are you dating quot jbatmann quot hahahahahah every one keeps asking this but nopppeeee ,,No
5902,ahhhhh i love how theese are all questions afer I pointed that out copiers sheeesh hhaha ima trend setter D hahahaha you are you are 3,copiers ,No
5903,are you dateing a 39 39 jaybee alxeander 39 39 hahaha im pretty sure he has a girlfriend and even if he didnt there are sooo many pretty girls than me ,,No
5904,Are you an introvert or an extrovert huh ,,No
5905,Are you a scene nope idk what i am haha,,No
5906,Are you a scene nope idk what i am,,No
5907,Are you a happy person yeppp im usually always happy ,,No
5908,are you a chomo nahh,chomo ,No
5909,are bi no im sorry i like guyssss,,No
5910,are you a vergin hhaahahha YES ,virgin ,No
5911,Any thoughts of Justin yep,,No
5912,would you date a girl with a pierced tongue or lip Yes I would ,,No
5913,why do u have a new quot girlfriend quot like every single month I don t ive always liked kylee sooo get outta my bisnatch ,,No
5914,why do u hate ________ now Can you put a name in there please ,why do u hate ________ now ,No
5915,no if u would still talk 2 me u would kno Omg goodbye krista ,,No
5916,that was me and a couple of friends from lucas oil Peace bitch ,peace bitch ,No
5917,So baby don39 t worryr You are my onlyr You won39 t be lonelyr Even if the sky is falling downr You39 ll be my onlyr No need to worryr Baby are you down r Down downr Baby are you down r Down downr Even if the sky is falling down Baby im down ,,No
5918,Sneakers or sandals Vans sukka ,,No
5919,seriously take a wild guess then message me on myspace or comment me or text me we need to talkk Is it dina ,,No
5920,Sean Stouffer lol VVV lol jk naw it wasn39 t me What are you talking about Haha,,No
